"time","geo","unit","statinfo","quant_inc","quant_inc_label","statinfo_label","unit_label","value","flag"
2008,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2009,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2010,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2011,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2012,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2013,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2014,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2015,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2016,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2017,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
2018,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
2019,"EU","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
2010,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2011,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2012,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2013,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2014,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2015,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2016,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2017,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,"e"
2018,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,"e"
2019,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2020,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2021,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2022,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2023,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.2,
2024,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.2,
2025,"EU27_2020","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.3,
2010,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2011,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2012,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2013,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2014,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2015,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2016,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2017,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2018,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
2019,"EU28","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
2005,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,"i"
2006,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2007,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2008,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2009,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2010,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2011,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2012,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2013,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2014,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2015,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2016,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2017,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2018,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
2019,"EU27_2007","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
1995,"EU15","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
1996,"EU15","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
1997,"EU15","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
1998,"EU15","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
1999,"EU15","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
2000,"EU15","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,"e"
2001,"EU15","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,"e"
2008,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2009,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2010,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2011,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2012,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2013,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2014,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2015,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2016,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"e"
2017,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,"e"
2018,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,"e"
2019,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2020,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,"b"
2021,"EA","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2025,"EA21","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2014,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2015,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2016,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2017,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2018,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2019,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2020,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2021,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2022,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2023,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2024,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2025,"EA20","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2004,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2005,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.4,
2006,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.3,
2007,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2008,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2009,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2010,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2011,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2012,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2013,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2014,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.5,
2015,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2016,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2017,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2018,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2019,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2020,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,"b"
2021,"EA19","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2004,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2005,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.4,
2006,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.3,
2007,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2008,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2009,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2010,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2011,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2012,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2013,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2014,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2015,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2016,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2017,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2018,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2019,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2020,"EA18","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,"b"
1995,"EA12","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
1996,"EA12","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
1997,"EA12","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,"e"
1998,"EA12","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,"e"
1999,"EA12","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,"e"
2000,"EA12","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,"e"
2001,"EA12","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,"e"
1995,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
1996,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
1997,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
1998,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
1999,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
2000,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
2001,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
2003,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.5,"b"
2004,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.1,
2005,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2006,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.9,
2007,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2008,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
2009,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2010,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2011,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.3,
2012,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.1,
2013,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.3,
2014,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2015,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.3,
2016,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2017,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2018,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.3,
2019,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.7,"b"
2020,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.8,
2021,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.1,
2022,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.9,
2023,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.3,
2024,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.2,
2025,"BE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.6,
2006,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.4,
2007,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.5,
2008,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.1,
2009,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.5,
2010,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.6,
2011,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,
2012,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.3,
2013,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,
2014,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.7,
2015,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.6,
2016,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.1,"b"
2017,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",7.9,
2018,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.3,
2019,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.1,
2020,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8,
2021,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.5,
2022,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.5,
2023,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.1,
2024,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.9,
2025,"BG","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.8,
2005,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.1,
2006,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.4,
2007,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.4,
2008,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2009,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2010,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.6,
2011,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.4,
2012,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.5,
2013,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.8,
2014,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.6,
2015,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.4,
2016,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.5,
2017,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2018,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.8,
2019,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2020,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2021,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2022,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.4,
2023,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.5,
2024,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2025,"CZ","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.7,
2003,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13,
2004,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.3,
2005,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13,
2006,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13.1,
2007,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.6,
2008,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.9,
2009,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2010,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.3,
2011,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,"b"
2012,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.3,
2013,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2014,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.1,
2015,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.1,
2016,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2017,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2018,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2019,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2020,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.4,"b"
2021,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.5,
2022,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.3,
2023,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2024,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2025,"DK","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
1995,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
1996,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12,
1997,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13,
1998,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13,
1999,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13,
2000,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13,
2001,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",13,
2005,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.8,"b"
2006,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,
2007,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2008,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2009,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.5,
2010,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.5,
2011,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.4,
2012,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.6,
2013,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.3,
2014,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.5,
2015,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2016,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.2,
2017,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.4,
2018,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2019,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2020,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,"b"
2021,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.8,
2022,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.6,
2023,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.6,
2024,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.5,
2025,"DE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.2,
2004,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",8.6,
2005,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.6,
2006,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.1,
2007,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.1,
2008,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2009,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.5,
2010,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.7,
2011,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.2,
2012,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.1,
2013,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10,
2014,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,"b"
2015,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.2,
2016,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.8,
2017,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.8,
2018,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.2,
2019,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.2,
2020,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.3,
2021,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.4,
2022,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.8,
2023,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.9,
2024,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.4,
2025,"EE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.4,
1995,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
1996,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
1997,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
1998,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
1999,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2000,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2001,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2003,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,"b"
2004,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2005,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.6,
2006,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2007,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2008,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.6,
2009,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.8,
2010,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.2,
2011,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.3,
2012,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11,
2013,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.1,
2014,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10.9,
2015,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.4,
2016,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.4,
2017,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.3,
2018,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",11.9,
2019,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.2,"b"
2020,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.5,"b"
2021,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.7,
2022,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.5,
2023,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.6,
2024,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.7,
2025,"IE","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",12.5,
1995,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,
1996,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,
1997,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,
1998,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,
1999,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9,
2000,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10,
2001,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",10,
2003,"EL","EUR","SHARE","Q1","First quartile","Share of national equivalised income","Euro",9.1,"b"
