"time","geo","unit","statinfo","quant_inc","quant_inc_label","statinfo_label","unit_label","value","flag"
2022,"SI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,
2023,"SI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,
2024,"SI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.4,
2025,"SI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.1,
2005,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2006,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.2,
2007,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.1,
2008,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.4,
2009,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2010,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.9,
2011,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.1,
2012,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.9,
2013,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,
2014,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.1,
2015,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.9,
2016,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.8,
2017,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21.3,
2018,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21.6,
2019,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21,
2020,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21.5,
2021,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21.3,
2022,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21.6,
2023,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",22,
2024,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21.9,
2025,"SK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.7,
1996,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
1997,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
1998,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21,
1999,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2000,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2001,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2004,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,"b"
2005,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.5,
2006,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2007,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.5,
2008,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.5,
2009,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.7,
2010,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2011,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2012,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2013,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.7,
2014,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2015,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.7,
2016,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2017,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.7,
2018,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.5,
2019,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.3,
2020,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.2,
2021,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.4,
2022,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.3,
2023,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.3,
2024,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2025,"FI","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19,
2004,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.8,
2005,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,
2006,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.9,
2007,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,
2008,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.3,"b"
2009,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.1,
2010,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.4,
2011,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.2,
2012,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.2,
2013,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.2,
2014,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.9,
2015,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2016,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.7,
2017,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.5,
2018,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2019,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2020,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2021,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.7,
2022,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2023,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.4,
2024,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.7,
2025,"SE","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2004,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.3,
2005,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2006,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2007,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.9,
2008,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.2,
2009,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.4,
2010,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2011,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.4,
2012,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.1,
2013,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.1,
2014,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.4,
2015,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2016,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2017,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20,
2018,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.4,
2019,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.4,
2020,"IS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.7,
2003,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2004,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.3,
2005,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.6,
2006,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.8,
2007,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21.1,
2008,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.7,
2009,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.7,
2010,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.8,
2011,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.9,
2012,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21,
2013,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",21,
2014,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.8,
2015,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.8,
2016,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.5,
2017,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.3,
2018,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,
2019,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.5,
2020,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.5,
2021,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.3,"b"
2022,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.9,
2023,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,"b"
2024,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.7,
2025,"NO","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",20.6,
2007,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.4,
2008,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.2,
2009,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.3,
2010,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,
2011,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,
2012,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.9,
2013,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.9,
2014,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,"b"
2015,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.7,
2016,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,
2017,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,
2018,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,
2019,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.4,
2020,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.2,
2021,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.1,
2022,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.3,
2023,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.2,
2024,"CH","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.3,
1995,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
1996,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
1997,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
1998,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
1999,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
2000,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
2001,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
2005,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.1,"b"
2006,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.8,
2007,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.8,
2008,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.3,
2009,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.7,
2010,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.5,
2011,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.5,
2012,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.1,"b"
2013,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.1,
2014,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.9,
2015,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.7,
2016,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.1,
2017,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.5,"b"
2018,"UK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.5,
2013,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.1,
2014,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.5,
2015,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.7,
2016,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.5,
2017,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.1,
2018,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.1,
2019,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.9,
2020,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
2021,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.1,
2022,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.5,
2023,"ME","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.4,
2012,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.7,
2013,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.9,
2014,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.3,
2015,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.8,
2016,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.9,
2017,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,
2018,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.7,
2019,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.7,
2020,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.7,
2021,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.2,"b"
2022,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.3,
2023,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.3,
2024,"MK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",19.5,
2017,"AL","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.6,
2018,"AL","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.2,
2019,"AL","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.3,
2020,"AL","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.6,
2021,"AL","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.5,
2022,"AL","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.3,
2023,"AL","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.4,
2013,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.8,
2014,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.9,
2015,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.6,
2016,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",16.9,
2017,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",17.3,
2018,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.4,
2019,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18,
2020,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.2,
2021,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.3,
2022,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.6,
2023,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.7,
2024,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.5,
2025,"RS","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",18.4,
2006,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.1,
2007,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.6,
2008,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.4,
2009,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.4,
2010,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.5,
2011,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.5,
2012,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.6,
2013,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.7,
2014,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.9,
2015,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.7,
2016,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.5,
2017,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.5,
2018,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.5,
2019,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",15,
2020,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.5,
2021,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14.7,
2022,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",13.9,
2023,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",13.9,
2024,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",13.7,
2025,"TR","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",14,
2018,"XK","EUR","SHARE","Q2","Second quartile","Share of national equivalised income","Euro",15,
2008,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.4,
2009,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.5,
2010,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2011,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2012,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2013,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2014,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2015,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2016,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,"e"
2017,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2018,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,"e"
2019,"EU","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2010,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2011,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2012,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2013,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2014,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2015,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2016,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,"e"
2017,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,"e"
2018,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2019,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2020,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,
2021,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2022,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,
2023,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2024,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2025,"EU27_2020","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2010,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2011,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2012,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2013,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2014,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2015,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2016,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,
2017,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2018,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,"e"
2019,"EU28","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2005,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.5,"i"
2006,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2007,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2008,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.4,
2009,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.5,
2010,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2011,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2012,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2013,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2014,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2015,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2016,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,
2017,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2018,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,"e"
2019,"EU27_2007","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
1995,"EU15","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",26,"e"
1996,"EU15","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",26,"e"
1997,"EU15","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",26,"e"
1998,"EU15","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",26,"e"
1999,"EU15","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",26,"e"
2000,"EU15","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",26,"e"
2001,"EU15","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",26,"e"
2008,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.4,
2009,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.5,
2010,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.6,
2011,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2012,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2013,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2014,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2015,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2016,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2017,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,"e"
2018,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"e"
2019,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2020,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,"b"
2021,"EA","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2025,"EA21","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2014,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2015,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2016,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,
2017,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.9,
2018,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2019,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2020,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2021,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2022,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.8,
2023,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
2024,"EA20","EUR","SHARE","Q3","Third quartile","Share of national equivalised income","Euro",25.7,
