"time","geo","statinfo","age","age_label","statinfo_label","value","flag"
2019,"RO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",34.8,
2020,"RO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.8,
2021,"RO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",34.3,
2022,"RO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",32,
2023,"RO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31,
2024,"RO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",28,
2025,"RO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27.3,
2014,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25,
2015,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.5,
2016,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.4,
2017,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.7,
2018,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.4,
2019,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.9,
2020,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.5,
2021,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23,
2022,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.1,
2023,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.4,
2024,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.8,
2025,"SI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.6,
2014,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.1,
2015,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.7,
2016,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.3,
2017,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.2,
2018,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",20.9,
2019,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",22.8,
2020,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",20.9,
2021,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",21.8,
2022,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",21.2,
2023,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",21.6,
2024,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",21.7,
2025,"SK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23,
2014,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.6,
2015,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.2,
2016,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.4,
2017,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.3,
2018,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.9,
2019,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.2,
2020,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.5,
2021,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.7,
2022,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.6,
2023,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.6,
2024,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.1,
2025,"FI","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27.1,
2014,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.9,
2015,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.7,
2016,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27.6,
2017,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",28,
2018,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27,
2019,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27.6,
2020,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.9,
2021,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.8,
2022,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27.6,
2023,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",29.5,
2024,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27.6,
2025,"SE","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",28.6,
2014,"IS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",22.7,
2015,"IS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.7,
2016,"IS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.1,
2017,"IS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.2,
2018,"IS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.2,
2019,"IS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.7,
2020,"IS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24,
2014,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.5,
2015,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.9,
2016,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25,
2017,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",26.1,
2018,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.8,
2019,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.4,
2020,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.3,
2021,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",25.9,"b"
2022,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",27.5,
2023,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.7,"b"
2024,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",24.4,
2025,"NO","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",23.7,
2014,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",29.5,"b"
2015,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",29.6,
2016,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",29.4,
2017,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",30.1,
2018,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",29.7,
2019,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",30.6,
2020,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.2,
2021,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.4,
2022,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31,
2023,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.5,
2024,"CH","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31,
2014,"UK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.6,
2015,"UK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",32.4,
2016,"UK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.5,
2017,"UK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.1,"b"
2018,"UK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.5,
2015,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",36.5,
2016,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",36.5,
2017,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",36.7,
2018,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",34.7,
2019,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",34.1,
2020,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",32.9,
2021,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",32.5,
2022,"ME","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.5,
2014,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",35.2,
2015,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.7,
2016,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.6,
2017,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",32.4,
2018,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.9,
2019,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",30.7,
2020,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.4,
2021,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",30.3,"b"
2022,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",29.8,
2023,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",30.3,
2024,"MK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",29.2,
2017,"AL","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",36.8,
2018,"AL","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",35.4,
2019,"AL","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",34.3,
2020,"AL","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.2,
2021,"AL","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33,
2022,"AL","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31,
2023,"AL","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",30.2,
2014,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",38.3,
2015,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",40,
2016,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",39.8,
2017,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",37.8,
2018,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",35.6,
2019,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.6,
2020,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.8,
2021,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",33.3,
2022,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",32.6,
2023,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.7,
2024,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",31.9,
2025,"RS","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",32,
2014,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",41.2,
2015,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",41.9,
2016,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",42.6,
2017,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",43,
2018,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",43,
2019,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",41.7,
2020,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",43.4,
2021,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",42.5,
2022,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",45.3,
2023,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",44.2,
2024,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",44.8,
2025,"TR","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",43.9,
2018,"XK","GINI_HND","TOTAL","Total","Gini coefficient (scale from 0 to 100)",46.6,
