"survey_year","model","n_params","loss","median","gini","share_q1","share_q2","share_q3","share_q4","share_q5","max_abs_cutoff_err_pct"
2025,"Pareto",2,0.405692879753692,10788.2100889981,0.325479462519012,0.107344960100092,0.121567220557616,0.143762059300144,0.186463846288112,0.440861913754035,20.457546497408
2025,"Lognormal",2,0.0201545964696098,11390.8696208669,0.308436000761263,0.0803550799671871,0.127349120045623,0.171443963095608,0.23132610273729,0.389525734154292,7.09167304216789
2025,"Dagum",3,0.0038324886255292,11512.3635272447,0.311188653673409,0.0765766241895663,0.131114629182519,0.174287844244675,0.228262246999462,0.389758655383777,3.3387564728953
2025,"ΕΛΣΤΑΤ",NA,NA,11697,0.316,0.076,0.132,0.175,0.223,0.393,NA
