"survey_year","kind","bottom_pop","bottom_share","top_pop","top_share","source","top_to_bottom_ratio"
2025,"equal_total_real",0.6,0.383,0.2,0.393,"ΕΛΣΤΑΤ, μερίδια πεμπτημορίων",1.02610966057441
2025,"equal_total_model",0.2,0.0765766264671897,0.0197825108755056,0.0765196037483714,"μοντέλο Dagum",0.999255350862933
2025,"equal_total_model",0.4,0.20769124967762,0.0808645436417089,0.207700358276375,"μοντέλο Dagum",1.00004385643964
2025,"equal_total_model",0.5,0.289216836851904,0.129782733845639,0.28921973250805,"μοντέλο Dagum",1.00001001205939
2025,"equal_total_model",0.6,0.381979084286235,0.194191239125397,0.381983323767524,"μοντέλο Dagum",1.00001109872625
2025,"half_split_model",0.710719953906288,0.5,0.289280046093712,0.5,"μοντέλο Dagum",1
2025,"half_split_elstat_linear",0.704484304932736,0.5,0.295515695067264,0.5,"ΕΛΣΤΑΤ, γραμμική παρεμβολή (quintile)",1
