"time","geo","unit","statinfo","quant_inc","quant_inc_label","statinfo_label","unit_label","value","flag"
1998,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",3453,
1999,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",3683,
2000,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4037,
2001,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4218,
2003,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4849,"b"
2004,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5322,
2005,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5707,
2006,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5820,
2007,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",6071,
2008,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",6452,
2009,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",7007,
2010,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",7148,
2011,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",6368,
2012,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5293,
2013,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4667,
2014,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4357,
2015,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4370,
2016,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4320,
2017,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4529,
2018,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",4865,
2019,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5183,
2020,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5561,
2021,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5314,
2022,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",5900,
2023,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",6280,
2024,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",6653,
2025,"EL","NAC","TC","QU1","First quintile","Top cut-off point","National currency",7110,
1995,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",3843,
1996,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",4070,
1997,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",4155,
1998,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",4539,
1999,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",4677,
2000,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5313,
2001,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5384,
2003,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6047,"b"
2004,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6197,
2005,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6515,
2006,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6595,
2007,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6818,
2008,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",7188,
2009,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",7640,
2010,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",7528,
2011,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6740,
2012,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5599,
2013,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5043,
2014,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",4921,
2015,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5115,
2016,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5212,
2017,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5384,
2018,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",5720,
2019,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6176,
2020,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6444,
2021,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6022,
2022,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",6719,
2023,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",7117,
2024,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",7626,
2025,"EL","PPS","TC","QU1","First quintile","Top cut-off point","Purchasing power standard (PPS)",8272,
1995,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6,
1996,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6,
1997,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6,
1998,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6,
1999,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7,
2000,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7,
2001,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7,
2003,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.5,"b"
2004,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.7,
2005,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7,
2006,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.8,
2007,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.9,
2008,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.9,
2009,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7,
2010,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.2,
2011,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.8,
2012,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.1,
2013,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.1,
2014,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.4,
2015,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.2,
2016,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.2,
2017,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.6,
2018,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.2,
2019,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.5,
2020,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.4,
2021,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",6.8,
2022,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.4,
2023,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.5,
2024,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.5,
2025,"EL","EUR","SHARE","QU1","First quintile","Share of national equivalised income","Euro",7.6,
1995,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6,
1996,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6,
1997,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6,
1998,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6,
1999,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7,
2000,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7,
2001,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7,
2003,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.5,"b"
2004,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.7,
2005,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7,
2006,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.8,
2007,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.9,
2008,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.9,
2009,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7,
2010,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.2,
2011,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.8,
2012,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.1,
2013,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.1,
2014,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.4,
2015,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.2,
2016,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.2,
2017,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.6,
2018,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.2,
2019,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.5,
2020,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.4,
2021,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",6.8,
2022,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.4,
2023,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.5,
2024,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.5,
2025,"EL","NAC","SHARE","QU1","First quintile","Share of national equivalised income","National currency",7.6,
1995,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6,
1996,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6,
1997,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6,
1998,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6,
1999,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2000,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2001,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2003,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.5,"b"
2004,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.7,
2005,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2006,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.8,
2007,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.9,
2008,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.9,
2009,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2010,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.2,
2011,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.8,
2012,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.1,
2013,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.1,
2014,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.4,
2015,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.2,
2016,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.2,
2017,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.6,
2018,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.2,
2019,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.5,
2020,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.4,
2021,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",6.8,
2022,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.4,
2023,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.5,
2024,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.5,
2025,"EL","PPS","SHARE","QU1","First quintile","Share of national equivalised income","Purchasing power standard (PPS)",7.6,
1995,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",4467,
1996,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",4631,
1997,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",5018,
1998,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",5562,
1999,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",5521,
2000,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",5968,
2001,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6029,
2003,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6967,"b"
2004,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",7572,
2005,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",8216,
2006,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",8409,
2007,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",8710,
2008,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",9500,
2009,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",10025,
2010,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",10333,
2011,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",9240,
2012,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",8000,
2013,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6870,
2014,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6428,
2015,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6457,
2016,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6457,
2017,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6616,
2018,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",6820,
2019,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",7185,
2020,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",7622,
2021,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",7633,
2022,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",8247,
2023,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",8765,
2024,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",9513,
2025,"EL","EUR","TC","QU2","Second quintile","Top cut-off point","Euro",10269,
1995,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",3822,
1996,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",4167,
1997,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",4554,
1998,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",5111,
1999,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",5424,
2000,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",5775,
2001,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6029,
2003,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6967,"b"
2004,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",7572,
2005,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",8216,
2006,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",8409,
2007,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",8710,
2008,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",9500,
2009,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",10025,
2010,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",10333,
2011,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",9240,
2012,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",8000,
2013,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6870,
2014,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6428,
2015,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6457,
2016,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6457,
2017,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6616,
2018,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",6820,
2019,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",7185,
2020,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",7622,
2021,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",7633,
2022,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",8247,
2023,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",8765,
2024,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",9513,
2025,"EL","NAC","TC","QU2","Second quintile","Top cut-off point","National currency",10269,
1995,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",5749,
1996,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",5932,
1997,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",6231,
1998,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",6719,
1999,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",6888,
2000,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",7602,
2001,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",7697,
2003,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",8688,"b"
2004,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",8817,
2005,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",9380,
2006,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",9528,
2007,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",9781,
2008,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",10584,
2009,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",10931,
2010,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",10883,
2011,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",9780,
2012,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",8463,
2013,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",7424,
2014,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",7260,
2015,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",7558,
2016,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",7790,
2017,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",7865,
2018,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",8019,
2019,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",8561,
2020,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",8831,
2021,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",8650,
2022,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",9391,
2023,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",9933,
2024,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",10904,
2025,"EL","PPS","TC","QU2","Second quintile","Top cut-off point","Purchasing power standard (PPS)",11947,
1995,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12,
1996,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12,
1997,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12,
1998,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12,
1999,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12,
2000,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12,
2001,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12,
2003,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.2,"b"
2004,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.6,
2005,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.6,
2006,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.2,
2007,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.2,
2008,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.6,
2009,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.8,
2010,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.6,
2011,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.4,
2012,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.4,
2013,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.4,
2014,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.3,
2015,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.5,
2016,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.5,
2017,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",12.8,
2018,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13,
2019,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13.2,
2020,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13.1,
2021,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13.1,
2022,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13.1,
2023,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13.2,
2024,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13.2,
2025,"EL","EUR","SHARE","QU2","Second quintile","Share of national equivalised income","Euro",13.2,
1995,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12,
1996,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12,
1997,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12,
1998,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12,
1999,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12,
2000,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12,
2001,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12,
2003,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.2,"b"
2004,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.6,
2005,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.6,
2006,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.2,
2007,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.2,
2008,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.6,
2009,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.8,
2010,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.6,
2011,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.4,
2012,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.4,
2013,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.4,
2014,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.3,
2015,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.5,
2016,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.5,
2017,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",12.8,
2018,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13,
2019,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13.2,
2020,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13.1,
2021,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13.1,
2022,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13.1,
2023,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13.2,
2024,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13.2,
2025,"EL","NAC","SHARE","QU2","Second quintile","Share of national equivalised income","National currency",13.2,
1995,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12,
1996,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12,
1997,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12,
1998,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12,
1999,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12,
2000,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12,
2001,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12,
2003,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12.2,"b"
2004,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12.6,
2005,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12.6,
2006,"EL","PPS","SHARE","QU2","Second quintile","Share of national equivalised income","Purchasing power standard (PPS)",12.2,
