"time","geo","unit","statinfo","quant_inc","quant_inc_label","statinfo_label","unit_label","value","flag"
2020,"EL","EUR","SHARE","D4","Fourth decile","Share of national equivalised income","Euro",7.1,
2021,"EL","EUR","SHARE","D4","Fourth decile","Share of national equivalised income","Euro",7.1,
2022,"EL","EUR","SHARE","D4","Fourth decile","Share of national equivalised income","Euro",7.1,
2023,"EL","EUR","SHARE","D4","Fourth decile","Share of national equivalised income","Euro",7.1,
2024,"EL","EUR","SHARE","D4","Fourth decile","Share of national equivalised income","Euro",7.2,
2025,"EL","EUR","SHARE","D4","Fourth decile","Share of national equivalised income","Euro",7.2,
1995,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
1996,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
1997,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
1998,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
1999,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
2000,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
2001,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
2003,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.6,"b"
2004,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.9,
2005,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.8,
2006,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.7,
2007,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.6,
2008,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.9,
2009,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
2010,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.9,
2011,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.7,
2012,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.8,
2013,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.7,
2014,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.7,
2015,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.9,
2016,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",6.8,
2017,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
2018,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7,
2019,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7.1,
2020,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7.1,
2021,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7.1,
2022,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7.1,
2023,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7.1,
2024,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7.2,
2025,"EL","NAC","SHARE","D4","Fourth decile","Share of national equivalised income","National currency",7.2,
1995,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
1996,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
1997,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
1998,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
1999,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2000,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2001,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2003,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.6,"b"
2004,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.9,
2005,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.8,
2006,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.7,
2007,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.6,
2008,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.9,
2009,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2010,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.9,
2011,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.7,
2012,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.8,
2013,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.7,
2014,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.7,
2015,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.9,
2016,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",6.8,
2017,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2018,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7,
2019,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.1,
2020,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.1,
2021,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.1,
2022,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.1,
2023,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.1,
2024,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.2,
2025,"EL","PPS","SHARE","D4","Fourth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.2,
1995,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",5208,
1996,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",5466,
1997,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",5891,
1998,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",6412,
1999,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",6350,
2000,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",6923,
2001,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",7107,
2003,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",8206,"b"
2004,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",8844,
2005,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",9417,
2006,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",9850,
2007,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",10200,
2008,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",10800,
2009,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",11496,
2010,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",11963,
2011,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",10985,
2012,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",9513,
2013,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",8371,
2014,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",7680,
2015,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",7520,
2016,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",7500,
2017,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",7600,
2018,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",7863,
2019,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",8195,
2020,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",8781,
2021,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",8752,
2022,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",9520,
2023,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",10050,
2024,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",10850,
2025,"EL","EUR","TC","D5","Fifth decile","Top cut-off point","Euro",11700,
1995,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",4455,
1996,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",4919,
1997,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",5346,
1998,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",5892,
1999,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",6237,
2000,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",6699,
2001,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",7107,
2003,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",8206,"b"
2004,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",8844,
2005,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",9417,
2006,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",9850,
2007,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",10200,
2008,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",10800,
2009,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",11496,
2010,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",11963,
2011,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",10985,
2012,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",9513,
2013,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",8371,
2014,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",7680,
2015,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",7520,
2016,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",7500,
2017,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",7600,
2018,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",7863,
2019,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",8195,
2020,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",8781,
2021,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",8752,
2022,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",9520,
2023,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",10050,
2024,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",10850,
2025,"EL","NAC","TC","D5","Fifth decile","Top cut-off point","National currency",11700,
1995,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",6702,
1996,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",7002,
1997,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",7314,
1998,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",7746,
1999,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",7922,
2000,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",8819,
2001,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",9072,
2003,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",10233,"b"
2004,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",10298,
2005,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",10751,
2006,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",11162,
2007,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",11455,
2008,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",12032,
2009,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",12535,
2010,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",12599,
2011,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",11627,
2012,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",10063,
2013,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",9046,
2014,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",8674,
2015,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",8802,
2016,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",9048,
2017,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",9035,
2018,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",9245,
2019,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",9765,
2020,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",10175,
2021,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",9917,
2022,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",10841,
2023,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",11389,
2024,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",12436,
2025,"EL","PPS","TC","D5","Fifth decile","Top cut-off point","Purchasing power standard (PPS)",13612,
1995,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
1996,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
1997,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
1998,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
1999,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2000,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2001,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2003,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",7.8,"b"
2004,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2005,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",7.9,
2006,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",7.8,
2007,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",7.8,
2008,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2009,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2010,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",7.9,
2011,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",7.9,
2012,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.2,
2013,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.1,
2014,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",7.9,
2015,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2016,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2017,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8,
2018,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.1,
2019,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.2,
2020,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.2,
2021,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.2,
2022,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.2,
2023,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.1,
2024,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.2,
2025,"EL","EUR","SHARE","D5","Fifth decile","Share of national equivalised income","Euro",8.2,
1995,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
1996,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
1997,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
1998,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
1999,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2000,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2001,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2003,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",7.8,"b"
2004,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2005,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",7.9,
2006,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",7.8,
2007,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",7.8,
2008,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2009,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2010,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",7.9,
2011,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",7.9,
2012,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.2,
2013,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.1,
2014,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",7.9,
2015,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2016,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2017,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8,
2018,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.1,
2019,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.2,
2020,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.2,
2021,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.2,
2022,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.2,
2023,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.1,
2024,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.2,
2025,"EL","NAC","SHARE","D5","Fifth decile","Share of national equivalised income","National currency",8.2,
1995,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
1996,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
1997,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
1998,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
1999,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2000,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2001,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2003,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.8,"b"
2004,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2005,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.9,
2006,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.8,
2007,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.8,
2008,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2009,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2010,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.9,
2011,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.9,
2012,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.2,
2013,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.1,
2014,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",7.9,
2015,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2016,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2017,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8,
2018,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.1,
2019,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.2,
2020,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.2,
2021,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.2,
2022,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.2,
2023,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.1,
2024,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.2,
2025,"EL","PPS","SHARE","D5","Fifth decile","Share of national equivalised income","Purchasing power standard (PPS)",8.2,
1995,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",6080,
1996,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",6337,
1997,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",6933,
1998,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",7571,
1999,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",7408,
2000,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",7949,
2001,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",8267,
2003,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",9454,"b"
2004,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",10234,
2005,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",10833,
2006,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",11333,
2007,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",11665,
2008,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",12619,
2009,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",13157,
2010,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",13908,
2011,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",12750,
2012,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",10835,
2013,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",9350,
2014,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",8793,
2015,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",8633,
2016,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",8633,
2017,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",8733,
2018,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",8946,
2019,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",9457,
2020,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",10052,
2021,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",10018,
2022,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",10787,
2023,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",11351,
2024,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",12150,
2025,"EL","EUR","TC","D6","Sixth decile","Top cut-off point","Euro",13184,
1995,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",5202,
1996,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",5703,
1997,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",6291,
1998,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",6956,
1999,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",7277,
2000,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",7693,
2001,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",8267,
2003,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",9454,"b"
2004,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",10234,
2005,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",10833,
2006,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",11333,
2007,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",11665,
2008,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",12619,
2009,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",13157,
2010,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",13908,
2011,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",12750,
2012,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",10835,
2013,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",9350,
2014,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",8793,
2015,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",8633,
2016,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",8633,
2017,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",8733,
2018,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",8946,
2019,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",9457,
2020,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",10052,
2021,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",10018,
2022,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",10787,
2023,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",11351,
2024,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",12150,
2025,"EL","NAC","TC","D6","Sixth decile","Top cut-off point","National currency",13184,
1995,"EL","PPS","TC","D6","Sixth decile","Top cut-off point","Purchasing power standard (PPS)",7825,
1996,"EL","PPS","TC","D6","Sixth decile","Top cut-off point","Purchasing power standard (PPS)",8118,
