"time","geo","age","sex","income","unit","statinfo","statinfo_label","unit_label","income_label","sex_label","age_label","value","flag"
2025,"EL","Y_LT18","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","Less than 18 years",71,
2003,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",594,
2004,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",617,
2005,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",584,
2006,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",617,
2007,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",619,
2008,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",602,
2009,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",601,
2010,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",555,
2011,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",621,
2012,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",595,
2014,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",590,
2015,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",582,
2016,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",578,
2017,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",529,
2018,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",519,
2019,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",507,
2020,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",475,
2021,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",493,
2022,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",463,
2023,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",437,
2024,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",416,
2025,"EL","Y18-64","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","From 18 to 64 years",409,
2003,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",86,
2004,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",94,
2005,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",91,
2006,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",84,
2007,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",95,
2008,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",105,
2009,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",89,
2010,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",94,
2011,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",124,
2012,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",159,
2014,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",145,
2015,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",150,
2016,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",162,
2017,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",146,
2018,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",145,
2019,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",144,
2020,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",158,
2021,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",185,
2022,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",170,
2023,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",137,
2024,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",129,
2025,"EL","Y_GE65","M","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Males","65 years or over",105,
2003,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",811,
2004,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",881,
2005,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",827,
2006,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",798,
2007,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",813,
2008,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",818,
2009,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",782,
2010,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",738,
2011,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",812,
2012,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",844,
2014,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",852,
2015,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",837,
2016,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",850,
2017,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",792,
2018,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",755,
2019,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",732,
2020,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",711,
2021,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",744,
2022,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",723,
2023,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",656,
2024,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",615,
2025,"EL","TOTAL","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Total",561,
2003,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",143,
2004,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",172,
2005,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",150,
2006,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",137,
2007,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",136,
2008,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",149,
2009,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",119,
2010,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",105,
2011,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",137,
2012,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",135,
2014,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",144,
2015,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",127,
2016,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",137,
2017,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",127,
2018,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",109,
2019,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",101,
2020,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",99,
2021,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",99,
2022,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",102,
2023,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",92,
2024,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",75,
2025,"EL","Y_LT18","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","Less than 18 years",77,
2003,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",592,
2004,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",626,
2005,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",584,
2006,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",589,
2007,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",593,
2008,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",589,
2009,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",585,
2010,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",558,
2011,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",581,
2012,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",558,
2014,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",568,
2015,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",569,
2016,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",575,
2017,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",526,
2018,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",508,
2019,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",502,
2020,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",468,
2021,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",492,
2022,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",477,
2023,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",443,
2024,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",432,
2025,"EL","Y18-64","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","From 18 to 64 years",400,
2003,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",83,
2004,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",88,
2005,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",99,
2006,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",76,
2007,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",87,
2008,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",88,
2009,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",84,
2010,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",77,
2011,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",97,
2012,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",155,
2014,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",145,
2015,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",144,
2016,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",141,
2017,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",143,
2018,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",142,
2019,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",134,
2020,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",146,
2021,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",157,
2022,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",148,
2023,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",123,
2024,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",110,
2025,"EL","Y_GE65","F","PC_GE150","THS_PER","MEAN","Mean income","Thousand persons","150 percent or over","Females","65 years or over",86,
2003,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.5,
2004,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",24.3,
2005,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",23.1,
2006,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.1,
2007,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.5,
2008,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.1,
2009,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22,
2010,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",21.7,
2011,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.5,
2012,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",23.1,
2014,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.5,
2015,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.8,
2016,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",23.6,
2017,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.5,
2018,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",21.8,
2019,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22,
2020,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",21.9,
2021,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",22.4,
2022,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",21.6,
2023,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",19.8,
2024,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",19.5,
2025,"EL","TOTAL","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Total",18.4,
2003,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",21.1,
2004,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",24.9,
2005,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",23.2,
2006,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",22.6,
2007,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",21,
2008,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",19.7,
2009,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",19.5,
2010,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",19.7,
2011,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",20.2,
2012,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",21,
2014,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",20.8,
2015,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",19.1,
2016,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",20.4,
2017,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",19.1,
2018,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",17.4,
2019,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",17.1,
2020,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",17.1,
2021,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",17.1,
2022,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",16.8,
2023,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",14.5,
2024,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",13.8,
2025,"EL","Y_LT18","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","Less than 18 years",12.9,
2003,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",25,
2004,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",26.8,
2005,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",25.3,
2006,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.8,
2007,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",25.2,
2008,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.7,
2009,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.7,
2010,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.9,
2011,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",25.2,
2012,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.2,
2014,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.3,
2015,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.8,
2016,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",25.5,
2017,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.2,
2018,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",23.8,
2019,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.3,
2020,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",23.7,
2021,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",24.1,
2022,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",23.1,
2023,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",21.7,
2024,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",22,
2025,"EL","Y18-64","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","From 18 to 64 years",21.4,
2003,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",14.6,
2004,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",14.6,
2005,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",14.6,
2006,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",12,
2007,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",14.1,
2008,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",15,
2009,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",14.1,
2010,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",12.8,
2011,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",15.4,
2012,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",20.7,
2014,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",18.4,
2015,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",19.8,
2016,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",20.5,
2017,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",19.9,
2018,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",19.3,
2019,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",19.7,
2020,"EL","Y_GE65","T","PC_GE130","PC","MEAN","Mean income","Percentage","130 percent or over","Total","65 years or over",20.6,
