"time","geo","age","sex","income","unit","statinfo","statinfo_label","unit_label","income_label","sex_label","age_label","value","flag"
2014,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",290,
2015,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",277,
2016,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",264,
2017,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",262,
2018,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",244,
2019,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",246,
2020,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",243,
2021,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",240,
2022,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",233,
2023,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",205,
2024,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",182,
2025,"EL","Y_LT18","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","Less than 18 years",166,
2003,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1182,
2004,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1207,
2005,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1210,
2006,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1215,
2007,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1215,
2008,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1199,
2009,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1204,
2010,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1204,
2011,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1177,
2012,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1058,
2014,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1105,
2015,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1109,
2016,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1123,
2017,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1106,
2018,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1067,
2019,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1083,
2020,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1035,
2021,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",1025,
2022,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",996,
2023,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",971,
2024,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",961,
2025,"EL","Y18-64","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","From 18 to 64 years",986,
2003,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",211,
2004,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",196,
2005,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",194,
2006,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",179,
2007,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",202,
2008,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",202,
2009,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",210,
2010,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",196,
2011,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",209,
2012,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",310,
2014,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",304,
2015,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",331,
2016,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",340,
2017,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",347,
2018,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",326,
2019,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",332,
2020,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",352,
2021,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",346,
2022,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",325,
2023,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",306,
2024,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",282,
2025,"EL","Y_GE65","F","PC_GE130","THS_PER","MED","Median","Thousand persons","130 percent or over","Females","65 years or over",261,
2003,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2914,
2004,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",3003,
2005,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",3009,
2006,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2968,
2007,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2960,
2008,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2939,
2009,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2896,
2010,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2839,
2011,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2935,
2012,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2809,
2014,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2861,
2015,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2925,
2016,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2964,
2017,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2898,
2018,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2745,
2019,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2727,
2020,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2681,
2021,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2657,
2022,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2621,
2023,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2424,
2024,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2341,
2025,"EL","TOTAL","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Total",2324,
2003,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",535,
2004,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",584,
2005,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",583,
2006,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",553,
2007,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",521,
2008,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",500,
2009,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",471,
2010,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",487,
2011,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",503,
2012,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",463,
2014,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",485,
2015,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",467,
2016,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",465,
2017,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",458,
2018,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",410,
2019,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",390,
2020,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",380,
2021,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",375,
2022,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",374,
2023,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",318,
2024,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",297,
2025,"EL","Y_LT18","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","Less than 18 years",281,
2003,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2056,
2004,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2103,
2005,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2115,
2006,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2126,
2007,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2113,
2008,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2099,
2009,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2098,
2010,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2044,
2011,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",2079,
2012,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1861,
2014,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1916,
2015,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1937,
2016,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1950,
2017,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1896,
2018,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1810,
2019,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1818,
2020,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1750,
2021,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1721,
2022,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1689,
2023,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1603,
2024,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1570,
2025,"EL","Y18-64","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","From 18 to 64 years",1630,
2003,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",346,
2004,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",341,
2005,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",335,
2006,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",312,
2007,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",344,
2008,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",360,
2009,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",346,
2010,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",325,
2011,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",368,
2012,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",496,
2014,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",479,
2015,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",535,
2016,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",567,
2017,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",559,
2018,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",539,
2019,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",539,
2020,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",564,
2021,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",577,
2022,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",566,
2023,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",516,
2024,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",484,
2025,"EL","Y_GE65","T","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Total","65 years or over",426,
2003,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1472,
2004,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1520,
2005,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1540,
2006,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1507,
2007,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1493,
2008,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1490,
2009,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1463,
2010,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1431,
2011,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1521,
2012,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1440,
2014,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1441,
2015,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1459,
2016,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1476,
2017,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1454,
2018,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1375,
2019,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1372,
2020,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1340,
2021,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1356,
2022,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1318,
2023,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1218,
2024,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1185,
2025,"EL","TOTAL","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Total",1190,
2003,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",283,
2004,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",295,
2005,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",308,
2006,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",283,
2007,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",262,
2008,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",254,
2009,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",248,
2010,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",244,
2011,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",254,
2012,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",230,
2014,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",248,
2015,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",231,
2016,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",231,
2017,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",235,
2018,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",203,
2019,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",192,
2020,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",182,
2021,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",186,
2022,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",174,
2023,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",160,
2024,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",159,
2025,"EL","Y_LT18","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","Less than 18 years",146,
2003,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1033,
2004,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1067,
2005,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1078,
2006,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1070,
2007,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1064,
2008,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1052,
2009,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1056,
2010,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1027,
2011,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",1084,
2012,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",966,
2014,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",974,
2015,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",969,
2016,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",967,
2017,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",948,
2018,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",906,
2019,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",921,
2020,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",884,
2021,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",879,
2022,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",853,
2023,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",800,
2024,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",779,
2025,"EL","Y18-64","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","From 18 to 64 years",822,
2003,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",167,
2004,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",171,
2005,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",165,
2006,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",167,
2007,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",178,
2008,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",191,
2009,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",171,
2010,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",170,
2011,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",192,
2012,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",251,
2014,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",230,
2015,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",265,
2016,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",287,
2017,"EL","Y_GE65","M","PC_GE140","THS_PER","MED","Median","Thousand persons","140 percent or over","Males","65 years or over",278,
