"time","geo","unit","hhcomp","rskpovth","statinfo","statinfo_label","rskpovth_label","hhcomp_label","unit_label","value","flag"
2022,"EL","THS_PER","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",128,
2023,"EL","THS_PER","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",103,
2024,"EL","THS_PER","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",85,
2025,"EL","THS_PER","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",59,
1995,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",17,
1996,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",17,
1997,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",19,
1998,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16,
1999,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16,
2000,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",13,
2001,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16,
2003,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",17.8,"b"
2004,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",12.7,
2005,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",12.8,
2006,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",14,
2007,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",13.2,
2008,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16.4,
2009,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",10.5,
2010,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",15.5,
2011,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",14.1,
2012,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",19.3,
2013,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",25.5,
2014,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",22.5,
2015,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",20.6,
2016,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",21,
2017,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",20.3,
2018,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",17.5,
2019,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16.1,
2020,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",17.2,
2021,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",14,
2022,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",11.7,
2023,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",10.7,
2024,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",9,
2025,"EL","PC","A_GE3_DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Three or more adults with dependent children","Percentage",6.1,
2015,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",832,
2016,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",811,
2017,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",733,
2018,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",681,
2019,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",606,
2020,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",611,
2021,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",666,
2022,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",553,
2023,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",499,
2024,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",472,
2025,"EL","THS_PER","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Thousand persons",481,
1995,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12,
1996,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12,
1997,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",13,
1998,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",11,
1999,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",11,
2000,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",10,
2001,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",10,
2003,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",13.1,"b"
2004,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",9.5,
2005,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",10.8,
2006,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12.9,
2007,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",13.3,
2008,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12.8,
2009,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",13,
2010,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12.9,
2011,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12.8,
2012,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",18.3,
2013,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",19.4,
2014,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",17.4,
2015,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",16.4,
2016,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",16.2,
2017,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",14.7,
2018,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",13.7,
2019,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12.2,
2020,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",12.2,
2021,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",13,
2022,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",11.3,
2023,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",10.5,
2024,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",10.1,
2025,"EL","PC","DCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household with dependent children","Percentage",10.3,
2015,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",533,
2016,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",582,
2017,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",562,
2018,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",458,
2019,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",436,
2020,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",403,
2021,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",442,
2022,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",407,
2023,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",423,
2024,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",484,
2025,"EL","THS_PER","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Thousand persons",462,
1995,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",18,
1996,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",15,
1997,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",17,
1998,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",18,
1999,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",16,
2000,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",15,
2001,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",14,
2003,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",12.1,"b"
2004,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",11.3,
2005,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",10.6,
2006,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",10.6,
2007,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",9.8,
2008,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",9.8,
2009,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8,
2010,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8.2,
2011,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",10,
2012,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8.3,
2013,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8.7,
2014,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",9.8,
2015,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",9.5,
2016,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",10.4,
2017,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",10,
2018,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8.3,
2019,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",7.9,
2020,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",7.3,
2021,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8.3,
2022,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",7.5,
2023,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",7.8,
2024,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8.9,
2025,"EL","PC","NDCH","B_40","MEAN_EI","Mean equivalised income","Below 40%","Household without dependent children","Percentage",8.5,
1995,"EL","PC","A1_LT64","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 64 years","Percentage",17,
1996,"EL","PC","A1_LT64","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 64 years","Percentage",13,
1997,"EL","PC","A1_LT64","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 64 years","Percentage",14,
1998,"EL","PC","A1_LT64","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 64 years","Percentage",18,
1999,"EL","PC","A1_LT64","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 64 years","Percentage",17,
2000,"EL","PC","A1_LT64","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 64 years","Percentage",16,
2001,"EL","PC","A1_LT64","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 64 years","Percentage",15,
2015,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",93,
2016,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",88,
2017,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",81,
2018,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",81,
2019,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",68,
2020,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",78,
2021,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",87,
2022,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",76,
2023,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",109,
2024,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",113,
2025,"EL","THS_PER","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Thousand persons",114,
2003,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",12.1,"b"
2004,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",15.1,
2005,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",11.8,
2006,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",9,
2007,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",10.1,
2008,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",11.2,
2009,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",13.5,
2010,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",11.4,
2011,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",14.1,
2012,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",13.7,
2013,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",14.7,
2014,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",12.9,
2015,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",17,
2016,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",16.6,
2017,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",16,
2018,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",16.2,
2019,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",13.5,
2020,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",15.7,
2021,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",17.6,
2022,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",15.6,
2023,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",15.5,
2024,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",16.1,
2025,"EL","PC","A1_LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult younger than 65 years","Percentage",16.8,
2015,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",17,
2016,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",23,
2017,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",31,
2018,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",21,
2019,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",22,
2020,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",17,
2021,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",26,
2022,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",35,
2023,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",50,
2024,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",68,
2025,"EL","THS_PER","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Thousand persons",82,
1995,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",34,
1996,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",28,
1997,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",28,
1998,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",33,
1999,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",28,
2000,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",26,
2001,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",29,
2003,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",25.5,"b"
2004,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",24.4,
2005,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",24.6,
2006,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",24.1,
2007,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",25.1,
2008,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",20.2,
2009,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",16.7,
2010,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",14.6,
2011,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",16.8,
2012,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",3.7,
2013,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",3.3,
2014,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",3.8,
2015,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",3.2,
2016,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",4.3,
2017,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",5.5,
2018,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",3.7,
2019,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",4,
2020,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",3,
2021,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",4.7,
2022,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",6.3,
2023,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",7.3,
2024,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",9.9,
2025,"EL","PC","A1_GE65","B_40","MEAN_EI","Mean equivalised income","Below 40%","One adult 65 years or over","Percentage",11.6,
2015,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",126,
2016,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",147,
2017,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",127,
2018,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",98,
2019,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",97,
2020,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",89,
2021,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",97,
2022,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",85,
2023,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",74,
2024,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",73,
2025,"EL","THS_PER","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Thousand persons",68,
1995,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",11,
1996,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",7,
1997,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",11,
1998,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",12,
1999,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",10,
2000,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",12,
2001,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",9,
2003,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",10.1,"b"
2004,"EL","PC","A2_2LT65","B_40","MEAN_EI","Mean equivalised income","Below 40%","Two adults younger than 65 years","Percentage",8.6,
