"time","geo","unit","hhcomp","rskpovth","statinfo","statinfo_label","rskpovth_label","hhcomp_label","unit_label","value","flag"
2024,"EL","PC","A2_DCH2","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with two dependent children","Percentage",5.6,
2025,"EL","PC","A2_DCH2","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with two dependent children","Percentage",7.3,
2015,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",94,
2016,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",85,
2017,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",61,
2018,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",68,
2019,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",82,
2020,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",74,
2021,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",157,
2022,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",116,
2023,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",106,
2024,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",109,
2025,"EL","THS_PER","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Thousand persons",115,
1995,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",6,
1996,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",8,
1997,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",9,
1998,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",10,
1999,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",5,
2000,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",12,
2001,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",10,
2003,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",17.9,"b"
2004,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14.3,
2005,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",8.9,
2006,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",13.4,
2007,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",18,
2008,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",9.4,
2009,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",10.3,
2010,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",11.4,
2011,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",7.6,
2012,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14.4,
2013,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",15.7,
2014,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",17.4,
2015,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",14.6,
2016,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",13.9,
2017,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",9.9,
2018,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",10.5,
2019,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",9.6,
2020,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",9.7,
2021,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",15.2,
2022,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",11,
2023,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",12.1,
2024,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",12.5,
2025,"EL","PC","A2_DCH_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Two adults with three or more dependent children","Percentage",13.4,
2015,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",631,
2016,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",607,
2017,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",524,
2018,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",467,
2019,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",449,
2020,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",444,
2021,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",513,
2022,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",372,
2023,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",337,
2024,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",345,
2025,"EL","THS_PER","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Thousand persons",354,
2003,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",9.3,"b"
2004,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",6.5,
2005,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",6.5,
2006,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",9,
2007,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",9,
2008,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",7.8,
2009,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",7.5,
2010,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",8.9,
2011,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",9.1,
2012,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",14.3,
2013,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",15.5,
2014,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",13.1,
2015,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",12.9,
2016,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",12.5,
2017,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",10.9,
2018,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",9.7,
2019,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",9.2,
2020,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",9.2,
2021,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",10.3,
2022,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",7.8,
2023,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",7.4,
2024,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",7.6,
2025,"EL","PC","A_GE2_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults with dependent children","Percentage",7.8,
2015,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",318,
2016,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",357,
2017,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",335,
2018,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",279,
2019,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",250,
2020,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",227,
2021,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",245,
2022,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",216,
2023,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",178,
2024,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",214,
2025,"EL","THS_PER","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Thousand persons",180,
2003,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",7.9,"b"
2004,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",6.8,
2005,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",6.2,
2006,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.9,
2007,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.1,
2008,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",4.9,
2009,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",4.8,
2010,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.1,
2011,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.9,
2012,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",6.8,
2013,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",6.9,
2014,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",8.1,
2015,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",7,
2016,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",7.9,
2017,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",7.4,
2018,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",6.3,
2019,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.6,
2020,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.1,
2021,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.7,
2022,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",4.9,
2023,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",4.4,
2024,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",5.3,
2025,"EL","PC","A_GE2_NDCH","B_40","MED_EI","Median equivalised income","Below 40%","Two or more adults without dependent children","Percentage",4.4,
2015,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",167,
2016,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",192,
2017,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",187,
2018,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",161,
2019,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",130,
2020,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",118,
2021,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",108,
2022,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",90,
2023,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",60,
2024,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",92,
2025,"EL","THS_PER","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Thousand persons",72,
1995,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",8,
1996,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",7,
1997,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",8,
1998,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",7,
1999,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",6,
2000,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",7,
2001,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",7,
2003,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",6.4,"b"
2004,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",6.3,
2005,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",5,
2006,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",6,
2007,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",4.9,
2008,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",5.4,
2009,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",4.7,
2010,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",4.8,
2011,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",6.4,
2012,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",8.6,
2013,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",8.3,
2014,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",9.1,
2015,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",7.8,
2016,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",8.9,
2017,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",8.6,
2018,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",7.7,
2019,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",6.2,
2020,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",5.6,
2021,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",5.5,
2022,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",4.3,
2023,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",3.5,
2024,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",5.4,
2025,"EL","PC","A_GE3","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults","Percentage",4.2,
2015,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",206,
2016,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",207,
2017,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",193,
2018,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",154,
2019,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",161,
2020,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",167,
2021,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",121,
2022,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",93,
2023,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",72,
2024,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",58,
2025,"EL","THS_PER","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Thousand persons",52,
1995,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",11,
1996,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",11,
1997,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",13,
1998,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",10,
1999,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",10,
2000,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",10,
2001,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",9,
2003,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",13,"b"
2004,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",9.2,
2005,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",6.9,
2006,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",11,
2007,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",8.2,
2008,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",8.5,
2009,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",5.7,
2010,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",9.9,
2011,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",8.6,
2012,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16.6,
2013,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",20,
2014,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16.7,
2015,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16.1,
2016,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",16.7,
2017,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",15.4,
2018,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",12.5,
2019,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",12.7,
2020,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",13.4,
2021,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",10.6,
2022,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",8.5,
2023,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",7.6,
2024,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",6.1,
2025,"EL","PC","A_GE3_DCH","B_40","MED_EI","Median equivalised income","Below 40%","Three or more adults with dependent children","Percentage",5.3,
2015,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",663,
2016,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",635,
2017,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",549,
2018,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",489,
2019,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",462,
2020,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",461,
2021,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",533,
2022,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",397,
2023,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",364,
2024,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",367,
2025,"EL","THS_PER","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Thousand persons",376,
1995,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",8,
1996,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",8,
1997,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",8,
1998,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",7,
1999,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",7,
2000,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",8,
2001,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",7,
2003,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",9.6,"b"
2004,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",6.6,
2005,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",7.1,
2006,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",9.2,
2007,"EL","PC","DCH","B_40","MED_EI","Median equivalised income","Below 40%","Household with dependent children","Percentage",9.2,
