"time","geo","unit","statinfo","sex","age","age_label","sex_label","statinfo_label","unit_label","value","flag"
2004,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",10782,
2005,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",11598,
2006,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",12320,
2007,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",13162,
2008,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",13587,
2009,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",14064,
2010,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",14449,
2011,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",12815,
2012,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",11955,
2013,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",10681,
2014,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",10282,
2015,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",10779,
2016,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",11100,
2017,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",11075,
2018,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",11166,
2019,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",11744,
2020,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",12395,
2021,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",12028,
2022,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",12842,
2023,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",13623,
2024,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",14521,
2025,"EL","PPS","MEAN_EI","M","Y_GE60","60 years or over","Males","Mean equivalised income","Purchasing power standard (PPS)",15841,
2003,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",7175,"b"
2004,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",7919,
2005,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",8441,
2006,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",9187,
2007,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",9787,
2008,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",10500,
2009,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",11000,
2010,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",11428,
2011,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",10040,
2012,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",9833,
2013,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",8788,
2014,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",7925,
2015,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",8080,
2016,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",8152,
2017,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",8098,
2018,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",8270,
2019,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",8620,
2020,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",9243,
2021,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",9300,
2022,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",9910,
2023,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",10373,
2024,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",10993,
2025,"EL","EUR","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Euro",11680,
2003,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",7175,"b"
2004,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",7919,
2005,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",8441,
2006,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",9187,
2007,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",9787,
2008,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",10500,
2009,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",11000,
2010,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",11428,
2011,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",10040,
2012,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",9833,
2013,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",8788,
2014,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",7925,
2015,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",8080,
2016,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",8152,
2017,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",8098,
2018,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",8270,
2019,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",8620,
2020,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",9243,
2021,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",9300,
2022,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",9910,
2023,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",10373,
2024,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",10993,
2025,"EL","NAC","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","National currency",11680,
2003,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",8948,"b"
2004,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",9221,
2005,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",9636,
2006,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",10410,
2007,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",10990,
2008,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",11698,
2009,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",12081,
2010,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",12035,
2011,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",10627,
2012,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",10402,
2013,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",9496,
2014,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",8951,
2015,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",9458,
2016,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",9834,
2017,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",9627,
2018,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",9723,
2019,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",10271,
2020,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",10710,
2021,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",10538,
2022,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",11285,
2023,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",11755,
2024,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",12600,
2025,"EL","PPS","MED_EI","M","Y_GE60","60 years or over","Males","Median equivalised income","Purchasing power standard (PPS)",13588,
2003,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",8049,"b"
2004,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",8481,
2005,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",9365,
2006,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",9764,
2007,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",10424,
2008,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",11041,
2009,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",11784,
2010,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",12422,
2011,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",10900,
2012,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",10589,
2013,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",9262,
2014,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",8568,
2015,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",8522,
2016,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",8544,
2017,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",8690,
2018,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",8887,
2019,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",9208,
2020,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",10011,
2021,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",9796,
2022,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",10364,
2023,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",10754,
2024,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",11368,
2025,"EL","EUR","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Euro",12110,
2003,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",8049,"b"
2004,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",8481,
2005,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",9365,
2006,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",9764,
2007,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",10424,
2008,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",11041,
2009,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",11784,
2010,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",12422,
2011,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",10900,
2012,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",10589,
2013,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",9262,
2014,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",8568,
2015,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",8522,
2016,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",8544,
2017,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",8690,
2018,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",8887,
2019,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",9208,
2020,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",10011,
2021,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",9796,
2022,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",10364,
2023,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",10754,
2024,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",11368,
2025,"EL","NAC","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","National currency",12110,
2003,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",10038,"b"
2004,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",9876,
2005,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",10691,
2006,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",11064,
2007,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",11706,
2008,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",12300,
2009,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",12943,
2010,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",13082,
2011,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",11538,
2012,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",11202,
2013,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",10008,
2014,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",9677,
2015,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",9975,
2016,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",10307,
2017,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",10331,
2018,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",10448,
2019,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",10972,
2020,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",11600,
2021,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",11100,
2022,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",11802,
2023,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",12187,
2024,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",13030,
2025,"EL","PPS","MEAN_EI","F","Y_GE60","60 years or over","Females","Mean equivalised income","Purchasing power standard (PPS)",14088,
2003,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",6745,"b"
2004,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",7216,
2005,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",7893,
2006,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",8400,
2007,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",8759,
2008,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",9656,
2009,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",10127,
2010,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",10470,
2011,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",9456,
2012,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",9520,
2013,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",8408,
2014,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",7640,
2015,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",7664,
2016,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",7667,
2017,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",7700,
2018,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",7841,
2019,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",8073,
2020,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",8692,
2021,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",8539,
2022,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",9233,
2023,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",9473,
2024,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",9998,
2025,"EL","EUR","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Euro",10567,
2003,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",6745,"b"
2004,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",7216,
2005,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",7893,
2006,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",8400,
2007,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",8759,
2008,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",9656,
2009,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",10127,
2010,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",10470,
2011,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",9456,
2012,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",9520,
2013,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",8408,
2014,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",7640,
2015,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",7664,
2016,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",7667,
2017,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",7700,
2018,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",7841,
2019,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",8073,
2020,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",8692,
2021,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",8539,
2022,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",9233,
2023,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",9473,
2024,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",9998,
2025,"EL","NAC","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","National currency",10567,
2003,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",8412,"b"
2004,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",8403,
2005,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9011,
2006,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9519,
2007,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9837,
2008,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",10758,
2009,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",11122,
2010,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",11026,
2011,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",10009,
2012,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",10071,
2013,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9085,
2014,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",8629,
2015,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",8971,
2016,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9249,
2017,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9154,
2018,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9218,
2019,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9620,
2020,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",10071,
2021,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",9675,
2022,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",10515,
2023,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",10735,
2024,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",11460,
2025,"EL","PPS","MED_EI","F","Y_GE60","60 years or over","Females","Median equivalised income","Purchasing power standard (PPS)",12293,
1995,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",6434,
1996,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",6712,
1997,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",7413,
1998,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",8129,
1999,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",7922,
2000,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",8428,
2001,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",8631,
2003,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",10004,"b"
2004,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",10571,
2005,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",11552,
2006,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",12105,
2007,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",12500,
2008,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",13124,
2009,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",13922,
2010,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",14380,
2011,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",13012,
2012,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",10635,
2013,"EL","EUR","MEAN_EI","T","Y_LT65","Less than 65 years","Total","Mean equivalised income","Euro",9279,
