"time","geo","unit","statinfo","sex","age","age_label","sex_label","statinfo_label","unit_label","value","flag"
2012,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",10631,
2013,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",7686,
2014,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",7586,
2015,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",7567,
2016,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",7344,
2017,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",7770,
2018,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",7893,
2019,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",8423,
2020,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",8649,
2021,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",9373,
2022,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",9623,
2023,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",9572,
2024,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",10506,
2025,"EL","NAC","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","National currency",11046,
1995,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",7188,
1996,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",7188,
1997,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",8411,
1998,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",9068,
1999,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",9119,
2000,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",9523,
2001,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",11036,
2003,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",10965,"b"
2004,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",11366,
2005,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",11892,
2006,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",11332,
2007,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",12041,
2008,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",12732,
2009,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",12178,
2010,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",12295,
2011,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",11180,
2012,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",11246,
2013,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",8305,
2014,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",8568,
2015,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",8857,
2016,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",8859,
2017,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",9238,
2018,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",9279,
2019,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",10036,
2020,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",10021,
2021,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",10621,
2022,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",10958,
2023,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",10847,
2024,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",12042,
2025,"EL","PPS","MED_EI","F","Y_LT6","Less than 6 years","Females","Median equivalised income","Purchasing power standard (PPS)",12850,
1995,"EL","EUR","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Euro",6055,
1996,"EL","EUR","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Euro",6546,
1997,"EL","EUR","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Euro",6997,
1998,"EL","EUR","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Euro",7859,
1999,"EL","EUR","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Euro",7631,
2000,"EL","EUR","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Euro",8063,
2001,"EL","EUR","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Euro",8515,
1995,"EL","NAC","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","National currency",5180,
1996,"EL","NAC","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","National currency",5891,
1997,"EL","NAC","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","National currency",6350,
1998,"EL","NAC","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","National currency",7221,
1999,"EL","NAC","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","National currency",7497,
2000,"EL","NAC","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","National currency",7803,
2001,"EL","NAC","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","National currency",8515,
1995,"EL","PPS","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Purchasing power standard (PPS)",7792,
1996,"EL","PPS","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Purchasing power standard (PPS)",8387,
1997,"EL","PPS","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Purchasing power standard (PPS)",8687,
1998,"EL","PPS","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9493,
1999,"EL","PPS","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9521,
2000,"EL","PPS","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Purchasing power standard (PPS)",10272,
2001,"EL","PPS","MEAN_EI","T","Y6-10","From 6 to 10 years","Total","Mean equivalised income","Purchasing power standard (PPS)",10869,
1995,"EL","EUR","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Euro",5386,
1996,"EL","EUR","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Euro",5501,
1997,"EL","EUR","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Euro",5946,
1998,"EL","EUR","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Euro",6465,
1999,"EL","EUR","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Euro",6479,
2000,"EL","EUR","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Euro",6830,
2001,"EL","EUR","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Euro",7079,
1995,"EL","NAC","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","National currency",4608,
1996,"EL","NAC","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","National currency",4950,
1997,"EL","NAC","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","National currency",5396,
1998,"EL","NAC","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","National currency",5940,
1999,"EL","NAC","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","National currency",6365,
2000,"EL","NAC","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","National currency",6610,
2001,"EL","NAC","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","National currency",7079,
1995,"EL","PPS","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Purchasing power standard (PPS)",6932,
1996,"EL","PPS","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Purchasing power standard (PPS)",7047,
1997,"EL","PPS","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Purchasing power standard (PPS)",7382,
1998,"EL","PPS","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Purchasing power standard (PPS)",7809,
1999,"EL","PPS","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Purchasing power standard (PPS)",8083,
2000,"EL","PPS","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Purchasing power standard (PPS)",8701,
2001,"EL","PPS","MED_EI","T","Y6-10","From 6 to 10 years","Total","Median equivalised income","Purchasing power standard (PPS)",9036,
1995,"EL","EUR","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Euro",6065,
1996,"EL","EUR","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Euro",6526,
1997,"EL","EUR","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Euro",6924,
1998,"EL","EUR","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Euro",7634,
1999,"EL","EUR","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Euro",7498,
2000,"EL","EUR","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Euro",7682,
2001,"EL","EUR","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Euro",8343,
1995,"EL","NAC","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","National currency",5188,
1996,"EL","NAC","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","National currency",5873,
1997,"EL","NAC","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","National currency",6283,
1998,"EL","NAC","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","National currency",7015,
1999,"EL","NAC","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","National currency",7365,
2000,"EL","NAC","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","National currency",7434,
2001,"EL","NAC","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","National currency",8343,
1995,"EL","PPS","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Purchasing power standard (PPS)",7805,
1996,"EL","PPS","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Purchasing power standard (PPS)",8360,
1997,"EL","PPS","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Purchasing power standard (PPS)",8596,
1998,"EL","PPS","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9222,
1999,"EL","PPS","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9354,
2000,"EL","PPS","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Purchasing power standard (PPS)",9786,
2001,"EL","PPS","MEAN_EI","M","Y6-10","From 6 to 10 years","Males","Mean equivalised income","Purchasing power standard (PPS)",10650,
1995,"EL","EUR","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Euro",5374,
1996,"EL","EUR","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Euro",5545,
1997,"EL","EUR","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Euro",5766,
1998,"EL","EUR","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Euro",6465,
1999,"EL","EUR","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Euro",6459,
2000,"EL","EUR","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Euro",6577,
2001,"EL","EUR","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Euro",6840,
1995,"EL","NAC","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","National currency",4598,
1996,"EL","NAC","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","National currency",4990,
1997,"EL","NAC","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","National currency",5233,
1998,"EL","NAC","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","National currency",5940,
1999,"EL","NAC","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","National currency",6345,
2000,"EL","NAC","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","National currency",6365,
2001,"EL","NAC","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","National currency",6840,
1995,"EL","PPS","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Purchasing power standard (PPS)",6917,
1996,"EL","PPS","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Purchasing power standard (PPS)",7104,
1997,"EL","PPS","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Purchasing power standard (PPS)",7159,
1998,"EL","PPS","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Purchasing power standard (PPS)",7809,
1999,"EL","PPS","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Purchasing power standard (PPS)",8059,
2000,"EL","PPS","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Purchasing power standard (PPS)",8378,
2001,"EL","PPS","MED_EI","M","Y6-10","From 6 to 10 years","Males","Median equivalised income","Purchasing power standard (PPS)",8732,
1995,"EL","EUR","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Euro",6043,
1996,"EL","EUR","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Euro",6568,
1997,"EL","EUR","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Euro",7074,
1998,"EL","EUR","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Euro",8081,
1999,"EL","EUR","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Euro",7766,
2000,"EL","EUR","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Euro",8436,
2001,"EL","EUR","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Euro",8683,
1995,"EL","NAC","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","National currency",5170,
1996,"EL","NAC","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","National currency",5911,
1997,"EL","NAC","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","National currency",6420,
1998,"EL","NAC","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","National currency",7425,
1999,"EL","NAC","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","National currency",7629,
2000,"EL","NAC","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","National currency",8164,
2001,"EL","NAC","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","National currency",8683,
1995,"EL","PPS","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Purchasing power standard (PPS)",7777,
1996,"EL","PPS","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Purchasing power standard (PPS)",8415,
1997,"EL","PPS","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Purchasing power standard (PPS)",8783,
1998,"EL","PPS","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Purchasing power standard (PPS)",9761,
1999,"EL","PPS","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Purchasing power standard (PPS)",9689,
2000,"EL","PPS","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Purchasing power standard (PPS)",10747,
2001,"EL","PPS","MEAN_EI","F","Y6-10","From 6 to 10 years","Females","Mean equivalised income","Purchasing power standard (PPS)",11084,
1995,"EL","EUR","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Euro",5386,
1996,"EL","EUR","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Euro",5470,
1997,"EL","EUR","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Euro",6000,
1998,"EL","EUR","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Euro",6465,
1999,"EL","EUR","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Euro",6479,
2000,"EL","EUR","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Euro",7076,
2001,"EL","EUR","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Euro",7312,
1995,"EL","NAC","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","National currency",4608,
1996,"EL","NAC","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","National currency",4923,
1997,"EL","NAC","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","National currency",5445,
1998,"EL","NAC","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","National currency",5940,
1999,"EL","NAC","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","National currency",6365,
2000,"EL","NAC","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","National currency",6847,
2001,"EL","NAC","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","National currency",7312,
1995,"EL","PPS","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Purchasing power standard (PPS)",6932,
1996,"EL","PPS","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Purchasing power standard (PPS)",7008,
1997,"EL","PPS","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Purchasing power standard (PPS)",7450,
1998,"EL","PPS","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Purchasing power standard (PPS)",7809,
1999,"EL","PPS","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Purchasing power standard (PPS)",8083,
2000,"EL","PPS","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Purchasing power standard (PPS)",9014,
2001,"EL","PPS","MED_EI","F","Y6-10","From 6 to 10 years","Females","Median equivalised income","Purchasing power standard (PPS)",9334,
2003,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",9435,"b"
2004,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",10252,
2005,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",11391,
2006,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",11861,
2007,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",11313,
2008,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",12492,
2009,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",13292,
2010,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",13430,
2011,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",12272,
2012,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",10571,
2013,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",8428,
2014,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",8808,
2015,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",7959,
2016,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",7986,
2017,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",8308,
2018,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",8452,
2019,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",8666,
2020,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",9572,
2021,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",9413,
2022,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",10499,
2023,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",10938,
2024,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",11848,
2025,"EL","EUR","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Euro",12753,
2003,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",9435,"b"
2004,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",10252,
2005,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",11391,
2006,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",11861,
2007,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",11313,
2008,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",12492,
2009,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",13292,
2010,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",13430,
2011,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",12272,
2012,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",10571,
2013,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",8428,
2014,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",8808,
2015,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",7959,
2016,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",7986,
2017,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",8308,
2018,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",8452,
2019,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",8666,
2020,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",9572,
2021,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",9413,
2022,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",10499,
2023,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",10938,
2024,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",11848,
2025,"EL","NAC","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","National currency",12753,
2003,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",11766,"b"
2004,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",11938,
2005,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",13004,
2006,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",13441,
2007,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",12704,
2008,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",13917,
2009,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",14598,
2010,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",14144,
2011,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",12990,
2012,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",11182,
2013,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9107,
2014,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9948,
2015,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9316,
2016,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9634,
2017,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9877,
2018,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",9936,
2019,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",10325,
2020,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",11091,
2021,"EL","PPS","MEAN_EI","T","Y6-11","From 6 to 11 years","Total","Mean equivalised income","Purchasing power standard (PPS)",10666,
